 log(kap)
 X
 log10(T)
          51         500
   6.4999500000000001        0.0000000000000000       -1.6141096181195884     
   6.4999520000000004        0.0000000000000000       -1.6141097192858187     
   6.4999539999999998        0.0000000000000000       -1.6141098204617845     
   6.4999560000000001        0.0000000000000000       -1.6141099216474843     
   6.4999580000000003        0.0000000000000000       -1.6141100228429186     
   6.4999599999999997        0.0000000000000000       -1.6141101240480868     
   6.4999620000000000        0.0000000000000000       -1.6141102252629886     
   6.4999640000000003        0.0000000000000000       -1.6141103264876238     
   6.4999659999999997        0.0000000000000000       -1.6141104277219915     
   6.4999680000000000        0.0000000000000000       -1.6141105289660931     
   6.4999700000000002        0.0000000000000000       -1.6141106302199262     
   6.4999720000000005        0.0000000000000000       -1.6141107314834910     
   6.4999739999999999        0.0000000000000000       -1.6141108327567888     
   6.4999760000000002        0.0000000000000000       -1.6141109340398181     
   6.4999780000000005        0.0000000000000000       -1.6141110353325780     
   6.4999799999999999        0.0000000000000000       -1.6141111366350700     
   6.4999820000000001        0.0000000000000000       -1.6141112379472917     
   6.4999840000000004        0.0000000000000000       -1.6141113392692443     
   6.4999859999999998        0.0000000000000000       -1.6141114406009269     
   6.4999880000000001        0.0000000000000000       -1.6141115419423395     
   6.4999900000000004        0.0000000000000000       -1.6141116432934819     
   6.4999919999999998        0.0000000000000000       -1.6141117446543531     
   6.4999940000000000        0.0000000000000000       -1.6141118460249537     
   6.4999960000000003        0.0000000000000000       -1.6141119474052825     
   6.4999979999999997        0.0000000000000000       -1.6141120487953402     
   6.5000000000000000        0.0000000000000000       -1.6141121501951263     
   6.5000020000000003        0.0000000000000000       -1.6141122516046396     
   6.5000040000000006        0.0000000000000000       -1.6141123530238795     
   6.5000060000000000        0.0000000000000000       -1.6141124544528438     
   6.5000080000000002        0.0000000000000000       -1.6141125558915312     
   6.5000100000000005        0.0000000000000000       -1.6141126573399402     
   6.5000119999999999        0.0000000000000000       -1.6141127587980690     
   6.5000140000000002        0.0000000000000000       -1.6141128602659156     
   6.5000160000000005        0.0000000000000000       -1.6141129617434802     
   6.5000179999999999        0.0000000000000000       -1.6141130632307583     
   6.5000200000000001        0.0000000000000000       -1.6141131647277513     
   6.5000220000000004        0.0000000000000000       -1.6141132662344557     
   6.5000239999999998        0.0000000000000000       -1.6141133677508708     
   6.5000260000000001        0.0000000000000000       -1.6141134692769947     
   6.5000280000000004        0.0000000000000000       -1.6141135708128251     
   6.5000299999999998        0.0000000000000000       -1.6141136723583618     
   6.5000320000000000        0.0000000000000000       -1.6141137739136020     
   6.5000340000000003        0.0000000000000000       -1.6141138754785451     
   6.5000359999999997        0.0000000000000000       -1.6141139770531883     
   6.5000380000000000        0.0000000000000000       -1.6141140786375314     
   6.5000400000000003        0.0000000000000000       -1.6141141802315719     
   6.5000420000000005        0.0000000000000000       -1.6141142818353080     
   6.5000439999999999        0.0000000000000000       -1.6141143834487395     
   6.5000460000000002        0.0000000000000000       -1.6141144850718634     
   6.5000480000000005        0.0000000000000000       -1.6141145867046782     
   6.5000499999999999        0.0000000000000000       -1.6141146883471831     
   6.4999500000000001        2.0040080160320640E-003  -1.6122638832952314     
   6.4999520000000004        2.0040080160320640E-003  -1.6122639834746502     
   6.4999539999999998        2.0040080160320640E-003  -1.6122640836634747     
   6.4999560000000001        2.0040080160320640E-003  -1.6122641838617042     
   6.4999580000000003        2.0040080160320640E-003  -1.6122642840693380     
   6.4999599999999997        2.0040080160320640E-003  -1.6122643842863764     
