 log(kap)
 X
 log10(T)
          51         500
   6.4500000000000002        0.0000000000000000       -1.6140479845358395     
   6.4520000000000000        0.0000000000000000       -1.6139982174786605     
   6.4539999999999997        0.0000000000000000       -1.6139489461609207     
   6.4560000000000004        0.0000000000000000       -1.6139006678514360     
   6.4580000000000002        0.0000000000000000       -1.6138538797887723     
   6.4600000000000000        0.0000000000000000       -1.6138090823459386     
   6.4619999999999997        0.0000000000000000       -1.6137667813376271     
   6.4640000000000004        0.0000000000000000       -1.6137274894699933     
   6.4660000000000002        0.0000000000000000       -1.6136917269329809     
   6.4680000000000000        0.0000000000000000       -1.6136600211351904     
   6.4699999999999998        0.0000000000000000       -1.6136329055812888     
   6.4720000000000004        0.0000000000000000       -1.6136109178919658     
   6.4740000000000002        0.0000000000000000       -1.6135945969664289     
   6.4760000000000000        0.0000000000000000       -1.6135844792874496     
   6.4779999999999998        0.0000000000000000       -1.6135810943689413     
   6.4800000000000004        0.0000000000000000       -1.6135849593460936     
   6.4820000000000002        0.0000000000000000       -1.6135965727080372     
   6.4840000000000000        0.0000000000000000       -1.6136164071730619     
   6.4859999999999998        0.0000000000000000       -1.6136449017063728     
   6.4880000000000004        0.0000000000000000       -1.6136824526803928     
   6.4900000000000002        0.0000000000000000       -1.6137294041776036     
   6.4920000000000000        0.0000000000000000       -1.6137860374359372     
   6.4939999999999998        0.0000000000000000       -1.6138525594367028     
   6.4960000000000004        0.0000000000000000       -1.6139290906350623     
   6.4980000000000002        0.0000000000000000       -1.6140156518330491     
   6.5000000000000000        0.0000000000000000       -1.6141121501951263     
   6.5019999999999998        0.0000000000000000       -1.6142181528622686     
   6.5040000000000004        0.0000000000000000       -1.6143322834573306     
   6.5060000000000002        0.0000000000000000       -1.6144529381651522     
   6.5080000000000000        0.0000000000000000       -1.6145785252840188     
   6.5099999999999998        0.0000000000000000       -1.6147074821756318     
   6.5120000000000005        0.0000000000000000       -1.6148382910751138     
   6.5140000000000002        0.0000000000000000       -1.6149694937610519     
   6.5160000000000000        0.0000000000000000       -1.6150997050855747     
   6.5179999999999998        0.0000000000000000       -1.6152276253644688     
   6.5200000000000005        0.0000000000000000       -1.6153520516273356     
   6.5220000000000002        0.0000000000000000       -1.6154718877277756     
   6.5240000000000000        0.0000000000000000       -1.6155861533136224     
   6.5259999999999998        0.0000000000000000       -1.6156939916572024     
   6.5280000000000005        0.0000000000000000       -1.6157946763456397     
   6.5300000000000002        0.0000000000000000       -1.6158876168311915     
   6.5320000000000000        0.0000000000000000       -1.6159723628416254     
   6.5339999999999998        0.0000000000000000       -1.6160486076506306     
   6.5360000000000005        0.0000000000000000       -1.6161161902082719     
   6.5380000000000003        0.0000000000000000       -1.6161750961314694     
   6.5400000000000000        0.0000000000000000       -1.6162254575545272     
   6.5419999999999998        0.0000000000000000       -1.6162675518396927     
   6.5440000000000005        0.0000000000000000       -1.6163017991477540     
   6.5460000000000003        0.0000000000000000       -1.6163287588686748     
   6.5480000000000000        0.0000000000000000       -1.6163491249122666     
   6.5499999999999998        0.0000000000000000       -1.6163637198588969     
   6.4500000000000002        2.0040080160320640E-003  -1.6121576661133250     
   6.4520000000000000        2.0040080160320640E-003  -1.6121100774066619     
   6.4539999999999997        2.0040080160320640E-003  -1.6120631970998474     
   6.4560000000000004        2.0040080160320640E-003  -1.6120174863704810     
   6.4580000000000002        2.0040080160320640E-003  -1.6119734060383932     
   6.4600000000000000        2.0040080160320640E-003  -1.6119314200680728     
   6.4619999999999997        2.0040080160320640E-003  -1.6118919981882944     
   6.4640000000000004        2.0040080160320640E-003  -1.6118556176289438     
   6.4660000000000002        2.0040080160320640E-003  -1.6118227639750313     
   6.4680000000000000        2.0040080160320640E-003  -1.6117939311379084     
   6.4699999999999998        2.0040080160320640E-003  -1.6117696204436760     
   6.4720000000000004        2.0040080160320640E-003  -1.6117503388387926     
   6.4740000000000002        2.0040080160320640E-003  -1.6117365962128716     
   6.4760000000000000        2.0040080160320640E-003  -1.6117289018386818     
   6.4779999999999998        2.0040080160320640E-003  -1.6117277599293414     
   6.4800000000000004        2.0040080160320640E-003  -1.6117336643127032     
   6.4820000000000002        2.0040080160320640E-003  -1.6117470922229418     
