#Table Version   5
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 GN93     | VALID RANGE:  110 110 110 110 110 110 110 110 110 110 110 110 110
#Teff(K)| Pgas@  log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  0.3500000E+04  0.2329248E+04  0.4670699E+04  0.9430500E+04  0.1793055E+05  0.3236673E+05  0.5713552E+05  0.1204524E+06  0.2675323E+06  0.7740578E+06  0.2055612E+07  0.5172688E+07  0.9669300E+07  0.1845462E+08
  0.3750000E+04  0.1367000E+04  0.2792000E+04  0.5704000E+04  0.1170000E+05  0.2420000E+05  0.5075000E+05  0.1078000E+06  0.2331000E+06  0.5313000E+06  0.1354000E+07  0.3568000E+07  0.4675000E+07  0.4675000E+07
  0.4000000E+04  0.1101000E+04  0.2256000E+04  0.4620000E+04  0.9495000E+04  0.1968000E+05  0.4127000E+05  0.8775000E+05  0.1889000E+06  0.4138000E+06  0.9562000E+06  0.2396000E+07  0.3115900E+07  0.3115900E+07
  0.4250000E+04  0.8961000E+03  0.1843000E+04  0.3774000E+04  0.7747000E+04  0.1603000E+05  0.3350000E+05  0.7104000E+05  0.1529000E+06  0.3321000E+06  0.7321000E+06  0.1684000E+07  0.2159950E+07  0.2159950E+07
  0.4500000E+04  0.7329000E+03  0.1518000E+04  0.3116000E+04  0.6398000E+04  0.1320000E+05  0.2748000E+05  0.5797000E+05  0.1241000E+06  0.2688000E+06  0.5853000E+06  0.1284000E+07  0.1633350E+07  0.1633350E+07
  0.4750000E+04  0.5956000E+03  0.1250000E+04  0.2585000E+04  0.5327000E+04  0.1099000E+05  0.2285000E+05  0.4802000E+05  0.1022000E+06  0.2207000E+06  0.4801000E+06  0.1043000E+07  0.1324450E+07  0.1324450E+07
  0.5000000E+04  0.4736000E+03  0.1018000E+04  0.2136000E+04  0.4438000E+04  0.9202000E+04  0.1916000E+05  0.4021000E+05  0.8540000E+05  0.1838000E+06  0.3995000E+06  0.8704000E+06  0.1105850E+07  0.1105850E+07
  0.5250000E+04  0.3600000E+03  0.8064000E+03  0.1734000E+04  0.3659000E+04  0.7666000E+04  0.1606000E+05  0.3380000E+05  0.7181000E+05  0.1543000E+06  0.3354000E+06  0.7330000E+06  0.9318000E+06  0.9318000E+06
  0.5500000E+04  0.2161000E+03  0.6107000E+03  0.1363000E+04  0.2948000E+04  0.6288000E+04  0.1333000E+05  0.2829000E+05  0.6038000E+05  0.1300000E+06  0.2830000E+06  0.6204000E+06  0.7891000E+06  0.7891000E+06
  0.5750000E+04  0.7927000E+02  0.3950000E+03  0.1027000E+04  0.2296000E+04  0.5019000E+04  0.1085000E+05  0.2335000E+05  0.5033000E+05  0.1091000E+06  0.2385000E+06  0.5252000E+06  0.6685500E+06  0.6685500E+06
  0.6000000E+04  0.1623129E+03  0.2461000E+03  0.7106000E+03  0.1729000E+04  0.3881000E+04  0.8586000E+04  0.1885000E+05  0.4128000E+05  0.9060000E+05  0.1998000E+06  0.4431000E+06  0.5647500E+06  0.5647500E+06
  0.6250000E+04  0.1616276E+03  0.1786000E+03  0.5887000E+03  0.1313000E+04  0.2930000E+04  0.6623000E+04  0.1484000E+05  0.3314000E+05  0.7394000E+05  0.1653000E+06  0.3705000E+06  0.4731000E+06  0.4731000E+06
  0.6500000E+04  0.1441528E+03  0.1395000E+03  0.5419000E+03  0.1282000E+04  0.2433000E+04  0.5034000E+04  0.1147000E+05  0.2607000E+05  0.5922000E+05  0.1347000E+06  0.3064000E+06  0.3922500E+06  0.3922500E+06
  0.6750000E+04  0.1318067E+03  0.1146000E+03  0.5138000E+03  0.1303000E+04  0.2642000E+04  0.4527000E+04  0.8809000E+04  0.2026000E+05  0.4676000E+05  0.1080000E+06  0.2500000E+06  0.3210000E+06  0.3210000E+06
  0.7000000E+04  0.1378193E+03  0.9505000E+02  0.4994000E+03  0.1322000E+04  0.2813000E+04  0.5298000E+04  0.8427000E+04  0.1576000E+05  0.3669000E+05  0.8595000E+05  0.2018000E+06  0.2597250E+06  0.2597250E+06
  0.7250000E+04  0.1893077E+03  0.7538000E+02  0.4915000E+03  0.1350000E+04  0.2927000E+04  0.5803000E+04  0.1046000E+05  0.1433000E+05  0.2892000E+05  0.6825000E+05  0.1622000E+06  0.2091750E+06  0.2091750E+06
  0.7500000E+04  0.3609859E+03  0.3605317E+03  0.4871000E+03  0.1394000E+04  0.3063000E+04  0.6153000E+04  0.1172000E+05  0.2010000E+05  0.2571000E+05  0.5448000E+05  0.1304000E+06  0.1683600E+06  0.1683600E+06
  0.7750000E+04  0.5474320E+03  0.5239226E+03  0.4784000E+03  0.1439000E+04  0.3217000E+04  0.6464000E+04  0.1253000E+05  0.2307000E+05  0.3743000E+05  0.4627000E+05  0.1054000E+06  0.1349650E+06  0.1349650E+06
  0.8000000E+04  0.7812953E+03  0.7183114E+03  0.4644000E+03  0.1484000E+04  0.3386000E+04  0.6836000E+04  0.1322000E+05  0.2492000E+05  0.4440000E+05  0.6637000E+05  0.8717000E+05  0.9757000E+05  0.9757000E+05
  0.8250000E+04  0.1113430E+04  0.1117735E+04  0.1155053E+04  0.1522000E+04  0.3556000E+04  0.7237000E+04  0.1399000E+05  0.2644000E+05  0.4841000E+05  0.8291000E+05  0.1089000E+06  0.1218950E+06  0.1218950E+06
  0.8500000E+04  0.1488809E+04  0.1507312E+04  0.1525355E+04  0.1554000E+04  0.3727000E+04  0.7670000E+04  0.1488000E+05  0.2802000E+05  0.5144000E+05  0.9163000E+05  0.1503000E+06  0.1796350E+06  0.1796350E+06
  0.8750000E+04  0.1901716E+04  0.1925673E+04  0.1897102E+04  0.1571000E+04  0.3878000E+04  0.8074000E+04  0.1570000E+05  0.2961000E+05  0.5435000E+05  0.9762000E+05  0.1704000E+06  0.2067900E+06  0.2067900E+06
  0.9000000E+04  0.2349588E+04  0.2426985E+04  0.2580308E+04  0.2914072E+04  0.4022000E+04  0.8494000E+04  0.1661000E+05  0.3129000E+05  0.5734000E+05  0.1030000E+06  0.1825000E+06  0.2222500E+06  0.2222500E+06
  0.9250000E+04  0.2776266E+04  0.2882633E+04  0.3100513E+04  0.3489146E+04  0.4149000E+04  0.8888000E+04  0.1747000E+05  0.3293000E+05  0.6032000E+05  0.1084000E+06  0.1923000E+06  0.2342500E+06  0.2342500E+06
  0.9500000E+04  0.3145702E+04  0.3254162E+04  0.3467048E+04  0.3799630E+04  0.4251000E+04  0.9247000E+04  0.1829000E+05  0.3455000E+05  0.6335000E+05  0.1138000E+06  0.2019000E+06  0.2459500E+06  0.2459500E+06
  0.9750000E+04  0.3447707E+04  0.3545194E+04  0.3729571E+04  0.3997700E+04  0.4333000E+04  0.9586000E+04  0.1909000E+05  0.3616000E+05  0.6632000E+05  0.1192000E+06  0.2114000E+06  0.2575000E+06  0.2575000E+06
  0.1000000E+05  0.3688632E+04  0.3772009E+04  0.3923884E+04  0.4135210E+04  0.4390000E+04  0.9886000E+04  0.1984000E+05  0.3770000E+05  0.6927000E+05  0.1247000E+06  0.2210000E+06  0.2691500E+06  0.2691500E+06
  0.1025000E+05  0.3886082E+04  0.3956672E+04  0.4077280E+04  0.4237379E+04  0.4427000E+04  0.1016000E+05  0.2057000E+05  0.3925000E+05  0.7223000E+05  0.1301000E+06  0.2306000E+06  0.2808500E+06  0.2808500E+06
  0.1050000E+05  0.4068187E+04  0.4128168E+04  0.4217029E+04  0.4321383E+04  0.4435000E+04  0.1039000E+05  0.2123000E+05  0.4071000E+05  0.7506000E+05  0.1354000E+06  0.2402000E+06  0.2926000E+06  0.2926000E+06
  0.1075000E+05  0.4274090E+04  0.4325272E+04  0.4378794E+04  0.4412359E+04  0.4422000E+04  0.1059000E+05  0.2185000E+05  0.4209000E+05  0.7784000E+05  0.1406000E+06  0.2497000E+06  0.3042500E+06  0.3042500E+06
  0.1100000E+05  0.4551613E+04  0.4597187E+04  0.4612580E+04  0.4549389E+04  0.4389000E+04  0.1076000E+05  0.2243000E+05  0.4342000E+05  0.8053000E+05  0.1457000E+06  0.2589000E+06  0.3155000E+06  0.3155000E+06
  0.1125000E+05  0.4948446E+04  0.4999625E+04  0.4991646E+04  0.4811574E+04  0.4330000E+04  0.1089000E+05  0.2295000E+05  0.4467000E+05  0.8312000E+05  0.1507000E+06  0.2681000E+06  0.3268000E+06  0.3268000E+06
  0.1150000E+05  0.5493486E+04  0.5579528E+04  0.5620905E+04  0.5408064E+04  0.4248000E+04  0.1098000E+05  0.2342000E+05  0.4586000E+05  0.8566000E+05  0.1556000E+06  0.2774000E+06  0.3383000E+06  0.3383000E+06
  0.1175000E+05  0.6168658E+04  0.6330233E+04  0.6588293E+04  0.6988855E+04  0.7869587E+04  0.1104000E+05  0.2383000E+05  0.4695000E+05  0.8803000E+05  0.1603000E+06  0.2861000E+06  0.3490000E+06  0.3490000E+06
  0.1200000E+05  0.6892198E+04  0.7106106E+04  0.7496704E+04  0.8135077E+04  0.9217050E+04  0.1106000E+05  0.2418000E+05  0.4798000E+05  0.9032000E+05  0.1649000E+06  0.2949000E+06  0.3599000E+06  0.3599000E+06
  0.1225000E+05  0.7584709E+04  0.7811359E+04  0.8231978E+04  0.8881327E+04  0.9819822E+04  0.1106000E+05  0.2451000E+05  0.4894000E+05  0.9250000E+05  0.1692000E+06  0.3033000E+06  0.3703500E+06  0.3703500E+06
  0.1250000E+05  0.8195894E+04  0.8408647E+04  0.8801020E+04  0.9376693E+04  0.1013589E+05  0.1104000E+05  0.2477000E+05  0.4983000E+05  0.9457000E+05  0.1735000E+06  0.3116000E+06  0.3806500E+06  0.3806500E+06
  0.1275000E+05  0.8707559E+04  0.8897842E+04  0.9241800E+04  0.9724281E+04  0.1032186E+05  0.1099000E+05  0.2500000E+05  0.5063000E+05  0.9652000E+05  0.1776000E+06  0.3197000E+06  0.3907500E+06  0.3907500E+06
  0.1300000E+05  0.9133695E+04  0.9307016E+04  0.9604586E+04  0.9998275E+04  0.1045535E+05  0.1094000E+05  0.2519000E+05  0.5137000E+05  0.9839000E+05  0.1816000E+06  0.3276000E+06  0.4006000E+06  0.4006000E+06
  0.1400000E+05  0.9523037E+04  0.9693662E+04  0.9956663E+04  0.1026821E+05  0.1058742E+05  0.1087000E+05  0.2597000E+05  0.5412000E+05  0.1050000E+06  0.1961000E+06  0.3573000E+06  0.4379000E+06  0.4379000E+06
  0.1500000E+05  0.9960904E+04  0.1014820E+05  0.1039226E+05  0.1062070E+05  0.1079528E+05  0.1107000E+05  0.2722000E+05  0.5730000E+05  0.1122000E+06  0.2104000E+06  0.3853000E+06  0.4727500E+06  0.4727500E+06
  0.1600000E+05  0.1056305E+05  0.1079201E+05  0.1104055E+05  0.1115870E+05  0.1095910E+05  0.1028000E+05  0.2897000E+05  0.6207000E+05  0.1214000E+06  0.2276000E+06  0.4169000E+06  0.5115500E+06  0.5115500E+06
  0.1700000E+05  0.1145327E+05  0.1176331E+05  0.1209081E+05  0.1219291E+05  0.1167773E+05  0.1013000E+05  0.2944000E+05  0.6784000E+05  0.1331000E+06  0.2476000E+06  0.4521000E+06  0.5543500E+06  0.5543500E+06
  0.1800000E+05  0.1271886E+05  0.1316326E+05  0.1371100E+05  0.1407032E+05  0.1352559E+05  0.9777000E+04  0.3110000E+05  0.7484000E+05  0.1504000E+06  0.2816000E+06  0.5075000E+06  0.6204500E+06  0.6204500E+06
  0.1900000E+05  0.1436520E+05  0.1498865E+05  0.1592881E+05  0.1712575E+05  0.1870374E+05  0.2173001E+05  0.3200000E+05  0.7753000E+05  0.1615000E+06  0.3076000E+06  0.5581000E+06  0.6833500E+06  0.6833500E+06
  0.2000000E+05  0.1631014E+05  0.1709048E+05  0.1835792E+05  0.2012968E+05  0.2262429E+05  0.2651062E+05  0.3293000E+05  0.8091000E+05  0.1693000E+06  0.3326000E+06  0.6316000E+06  0.7811000E+06  0.7811000E+06
  0.2100000E+05  0.1846834E+05  0.1935951E+05  0.2081416E+05  0.2280059E+05  0.2539515E+05  0.2885587E+05  0.3349000E+05  0.8675000E+05  0.1844000E+06  0.3611000E+06  0.6820000E+06  0.8424500E+06  0.8424500E+06
  0.2200000E+05  0.2082329E+05  0.2180605E+05  0.2335789E+05  0.2533130E+05  0.2759978E+05  0.3015187E+05  0.3321000E+05  0.9231000E+05  0.2011000E+06  0.3980000E+06  0.7491000E+06  0.9246500E+06  0.9246500E+06
  0.2300000E+05  0.2345800E+05  0.2456597E+05  0.2623093E+05  0.2814439E+05  0.2989715E+05  0.3109985E+05  0.3186000E+05  0.9716000E+05  0.2183000E+06  0.4382000E+06  0.8307000E+06  0.1026950E+07  0.1026950E+07
  0.2400000E+05  0.2654000E+05  0.2786487E+05  0.2979410E+05  0.3184688E+05  0.3322549E+05  0.3269561E+05  0.2905000E+05  0.1006000E+06  0.2346000E+06  0.4792000E+06  0.9171000E+06  0.1136050E+07  0.1136050E+07
  0.2500000E+05  0.3026610E+05  0.3194282E+05  0.3442166E+05  0.3715392E+05  0.3908678E+05  0.3768242E+05  0.2468000E+05  0.1023000E+06  0.2495000E+06  0.5198000E+06  0.1007000E+07  0.1250600E+07  0.1250600E+07
  0.2600000E+05  0.3479611E+05  0.3695666E+05  0.4029558E+05  0.4444907E+05  0.4910490E+05  0.5465844E+05  0.6510316E+05  0.1021000E+06  0.2626000E+06  0.5600000E+06  0.1099000E+07  0.1368500E+07  0.1368500E+07
  0.2700000E+05  0.4023126E+05  0.4294237E+05  0.4722185E+05  0.5273854E+05  0.5929485E+05  0.6736844E+05  0.7920879E+05  0.9947000E+05  0.2731000E+06  0.5975000E+06  0.1191000E+07  0.1487750E+07  0.1487750E+07
  0.2800000E+05  0.4666752E+05  0.4996506E+05  0.5517421E+05  0.6180231E+05  0.6927163E+05  0.7709965E+05  0.8520131E+05  0.9428000E+05  0.2805000E+06  0.6317000E+06  0.1281000E+07  0.1605650E+07  0.1605650E+07
  0.2900000E+05  0.5421493E+05  0.5814884E+05  0.6434967E+05  0.7211192E+05  0.8036824E+05  0.8744302E+05  0.9056031E+05  0.8646000E+05  0.2849000E+06  0.6631000E+06  0.1369000E+07  0.1721950E+07  0.1721950E+07
  0.3000000E+05  0.6294136E+05  0.6756422E+05  0.7490725E+05  0.8419232E+05  0.9420833E+05  0.1026609E+06  0.1034899E+06  0.7575000E+05  0.2852000E+06  0.6893000E+06  0.1452000E+07  0.1833350E+07  0.1833350E+07
  0.3100000E+05  0.7277672E+05  0.7807556E+05  0.8664473E+05  0.9787213E+05  0.1111766E+06  0.1264114E+06  0.1453542E+06  0.1787611E+06  0.2821000E+06  0.7115000E+06  0.1530000E+07  0.1939250E+07  0.1939250E+07
  0.3200000E+05  0.8345722E+05  0.8929654E+05  0.9890669E+05  0.1118078E+06  0.1277746E+06  0.1473926E+06  0.1732317E+06  0.2120054E+06  0.2747000E+06  0.7281000E+06  0.1602000E+07  0.2038950E+07  0.2038950E+07
  0.3300000E+05  0.9456989E+05  0.1007552E+06  0.1110837E+06  0.1250685E+06  0.1423904E+06  0.1632381E+06  0.1888022E+06  0.2215798E+06  0.2637000E+06  0.7396000E+06  0.1667000E+07  0.2130700E+07  0.2130700E+07
  0.3400000E+05  0.1056615E+06  0.1120788E+06  0.1229372E+06  0.1376407E+06  0.1554944E+06  0.1758051E+06  0.1980617E+06  0.2221903E+06  0.2487000E+06  0.7454000E+06  0.1725000E+07  0.2214800E+07  0.2214800E+07
  0.3500000E+05  0.1163709E+06  0.1231081E+06  0.1346508E+06  0.1502667E+06  0.1687835E+06  0.1884344E+06  0.2067545E+06  0.2209698E+06  0.2304000E+06  0.7467000E+06  0.1775000E+07  0.2289150E+07  0.2289150E+07
  0.3600000E+05  0.1265377E+06  0.1339143E+06  0.1466812E+06  0.1640284E+06  0.1844133E+06  0.2050955E+06  0.2213141E+06  0.2252666E+06  0.2085000E+06  0.7427000E+06  0.1818000E+07  0.2355650E+07  0.2355650E+07
  0.3700000E+05  0.1362293E+06  0.1447001E+06  0.1594529E+06  0.1797438E+06  0.2040654E+06  0.2295586E+06  0.2502918E+06  0.2511601E+06  0.1836000E+06  0.7341000E+06  0.1855000E+07  0.2415450E+07  0.2415450E+07
  0.3800000E+05  0.1456540E+06  0.1556161E+06  0.1729970E+06  0.1972586E+06  0.2274864E+06  0.2625144E+06  0.3014935E+06  0.3464306E+06  0.4148000E+06  0.7213000E+06  0.1884000E+07  0.2465350E+07  0.2465350E+07
  0.3900000E+05  0.1549915E+06  0.1665903E+06  0.1867717E+06  0.2151337E+06  0.2512686E+06  0.2952887E+06  0.3490718E+06  0.4192279E+06  0.5239964E+06  0.7048000E+06  0.1908000E+07  0.2509600E+07  0.2509600E+07
  0.4000000E+05  0.1642136E+06  0.1772731E+06  0.1998878E+06  0.2316033E+06  0.2721155E+06  0.3217740E+06  0.3824114E+06  0.4584652E+06  0.5574871E+06  0.6850000E+06  0.1927000E+07  0.2548000E+07  0.2548000E+07
  0.4100000E+05  0.1729582E+06  0.1870566E+06  0.2113859E+06  0.2452949E+06  0.2882757E+06  0.3403015E+06  0.4021852E+06  0.4757168E+06  0.5628434E+06  0.6623000E+06  0.1942000E+07  0.2581850E+07  0.2581850E+07
  0.4200000E+05  0.1805241E+06  0.1951632E+06  0.2204312E+06  0.2554549E+06  0.2994202E+06  0.3517357E+06  0.4121079E+06  0.4804373E+06  0.5563098E+06  0.6378000E+06  0.1954000E+07  0.2612100E+07  0.2612100E+07
  0.4300000E+05  0.1860345E+06  0.2008337E+06  0.2264961E+06  0.2620184E+06  0.3063267E+06  0.3582512E+06  0.4164134E+06  0.4791848E+06  0.5448650E+06  0.6120000E+06  0.1964000E+07  0.2640000E+07  0.2640000E+07
  0.4400000E+05  0.1887502E+06  0.2036007E+06  0.2295647E+06  0.2656885E+06  0.3107696E+06  0.3630587E+06  0.4198899E+06  0.4777207E+06  0.5331981E+06  0.5854000E+06  0.1972000E+07  0.2665300E+07  0.2665300E+07
  0.4500000E+05  0.1884183E+06  0.2035460E+06  0.2302693E+06  0.2679380E+06  0.3154399E+06  0.3704672E+06  0.4286114E+06  0.4831187E+06  0.5268419E+06  0.5581000E+06  0.1980000E+07  0.2690950E+07  0.2690950E+07
  0.4600000E+05  0.1854831E+06  0.2013869E+06  0.2298039E+06  0.2707268E+06  0.3235345E+06  0.3856499E+06  0.4505825E+06  0.5062032E+06  0.5360114E+06  0.5312000E+06  0.1988000E+07  0.2716400E+07  0.2716400E+07
  0.4700000E+05  0.1810225E+06  0.1982837E+06  0.2295134E+06  0.2757734E+06  0.3376566E+06  0.4133850E+06  0.4953827E+06  0.5647137E+06  0.5839940E+06  0.5053000E+06  0.1998000E+07  0.2744350E+07  0.2744350E+07
