# rates from /home/rob/mesa//mesa/mesa-git/data/rates_data/cache/r_n14_pg_o15_3.bin
#    T8     rate

       10001
    1.9999999999999970E-03      0.0000000000000000E+000
    2.0023039110763337E-03      0.0000000000000000E+000
    2.0046104761557975E-03      0.0000000000000000E+000
    2.0069196982956754E-03      0.0000000000000000E+000
    2.0092315805567864E-03      0.0000000000000000E+000
    2.0115461260034749E-03      0.0000000000000000E+000
    2.0138633377036058E-03      0.0000000000000000E+000
    2.0161832187285877E-03      0.0000000000000000E+000
    2.0185057721533676E-03      0.0000000000000000E+000
    2.0208310010564248E-03      0.0000000000000000E+000
    2.0231589085197938E-03      0.0000000000000000E+000
    2.0254894976290579E-03      0.0000000000000000E+000
    2.0278227714733569E-03      0.0000000000000000E+000
    2.0301587331453797E-03      0.0000000000000000E+000
    2.0324973857413870E-03      0.0000000000000000E+000
    2.0348387323612083E-03      0.0000000000000000E+000
    2.0371827761082313E-03      0.0000000000000000E+000
    2.0395295200894303E-03      0.0000000000000000E+000
    2.0418789674153588E-03      0.0000000000000000E+000
    2.0442311212001425E-03      0.0000000000000000E+000
    2.0465859845615049E-03      0.0000000000000000E+000
    2.0489435606207617E-03      0.0000000000000000E+000
    2.0513038525028131E-03      0.0000000000000000E+000
    2.0536668633361699E-03      0.0000000000000000E+000
    2.0560325962529465E-03      0.0000000000000000E+000
    2.0584010543888546E-03      0.0000000000000000E+000
    2.0607722408832294E-03      0.0000000000000000E+000
    2.0631461588790185E-03      0.0000000000000000E+000
    2.0655228115227936E-03      0.0000000000000000E+000
    2.0679022019647404E-03      0.0000000000000000E+000
    2.0702843333586839E-03      0.0000000000000000E+000
    2.0726692088620835E-03      0.0000000000000000E+000
    2.0750568316360231E-03      0.0000000000000000E+000
    2.0774472048452385E-03      0.0000000000000000E+000
    2.0798403316581180E-03      0.0000000000000000E+000
    2.0822362152466771E-03      0.0000000000000000E+000
    2.0846348587866036E-03      0.0000000000000000E+000
    2.0870362654572469E-03      0.0000000000000000E+000
    2.0894404384415987E-03      0.0000000000000000E+000
    2.0918473809263326E-03      0.0000000000000000E+000
    2.0942570961017992E-03      0.0000000000000000E+000
    2.0966695871620002E-03      0.0000000000000000E+000
    2.0990848573046407E-03      0.0000000000000000E+000
    2.1015029097311033E-03      0.0000000000000000E+000
    2.1039237476464432E-03      0.0000000000000000E+000
    2.1063473742594283E-03      0.0000000000000000E+000
    2.1087737927825128E-03      0.0000000000000000E+000
    2.1112030064318566E-03      0.0000000000000000E+000
    2.1136350184273135E-03      0.0000000000000000E+000
    2.1160698319924575E-03      0.0000000000000000E+000
    2.1185074503545761E-03      0.0000000000000000E+000
    2.1209478767446627E-03      0.0000000000000000E+000
    2.1233911143974452E-03      0.0000000000000000E+000
    2.1258371665513766E-03      0.0000000000000000E+000
    2.1282860364486293E-03      0.0000000000000000E+000
    2.1307377273351229E-03      0.0000000000000000E+000
    2.1331922424605142E-03      0.0000000000000000E+000
    2.1356495850781945E-03      0.0000000000000000E+000
    2.1381097584453122E-03      0.0000000000000000E+000
    2.1405727658227688E-03      0.0000000000000000E+000
    2.1430386104752106E-03      0.0000000000000000E+000
    2.1455072956710563E-03      0.0000000000000000E+000
    2.1479788246824851E-03      0.0000000000000000E+000
    2.1504532007854504E-03      0.0000000000000000E+000
    2.1529304272596668E-03      0.0000000000000000E+000
    2.1554105073886397E-03      0.0000000000000000E+000
    2.1578934444596563E-03      0.0000000000000000E+000
    2.1603792417637787E-03      0.0000000000000000E+000
    2.1628679025958723E-03      0.0000000000000000E+000
    2.1653594302545980E-03      0.0000000000000000E+000
    2.1678538280424050E-03      0.0000000000000000E+000
    2.1703510992655576E-03      0.0000000000000000E+000
    2.1728512472341303E-03      0.0000000000000000E+000
    2.1753542752619977E-03      0.0000000000000000E+000
    2.1778601866668640E-03      0.0000000000000000E+000
    2.1803689847702552E-03      0.0000000000000000E+000
    2.1828806728975115E-03      0.0000000000000000E+000
    2.1853952543778167E-03      0.0000000000000000E+000
    2.1879127325441878E-03      0.0000000000000000E+000
    2.1904331107334709E-03      0.0000000000000000E+000
    2.1929563922863677E-03      0.0000000000000000E+000
    2.1954825805474238E-03      0.0000000000000000E+000
    2.1980116788650412E-03      0.0000000000000000E+000
    2.2005436905914687E-03      0.0000000000000000E+000
